SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME
creduc1,Lophonetta_specularioides,Crested_Duck
creeag1,Morphnus_guianensis,Crested_Eagle
cregal1,Rhinocrypta_lanceolata,Crested_Gallito
cregua1,Penelope_purpurascens,Crested_Guan
crehon,Palmeria_dolei,Akohekohe
crehor1,Furnarius_cristatus,Crested_Hornero
cremyn,Acridotheres_cristatellus,Crested_Myna
creoro1,Psarocolius_decumanus,Crested_Oropendola
creowl1,Lophostrix_cristata,Crested_Owl
creque1,Pharomachrus_antisianus,Crested_Quetzal
crespi1,Cranioleuca_subcristata,Crested_Spinetail
crfant1,Grallaricula_lineifrons,Crescent-faced_Antpitta
crfcar1,Paroaria_baeri,Crimson-fronted_Cardinal
crfgle1,Philydor_pyrrhodes,Cinnamon-rumped_Foliage-gleaner
crfpar,Psittacara_finschi,Crimson-fronted_Parakeet
crgdov1,Columbina_cruziana,Croaking_Ground-Dove
crhman1,Pipra_aureola,Crimson-hooded_Manakin
crifru1,Haematoderus_militaris,Crimson_Fruitcrow
crithr,Toxostoma_crissale,Crissal_Thrasher
critop1,Topaza_pella,Crimson_Topaz
crmwoo2,Colaptes_rivolii,Crimson-mantled_Woodpecker
crocht1,Ochthoeca_frontalis,Crowned_Chat-Tyrant
croeag1,Buteogallus_coronatus,Chaco_Eagle
croslf1,Empidonomus_aurantioatrocristatus,Crowned_Slaty_Flycatcher
crowoo1,Thalurania_colombica,Crowned_Woodnymph
crpowl,Glaucidium_costaricanum,Costa_Rican_Pygmy-Owl
crqdov1,Geotrygon_versicolor,Crested_Quail-Dove
crrmin1,Geositta_isabellina,Creamy-rumped_Miner
crrtou1,Aulacorhynchus_haematopygus,Crimson-rumped_Toucanet
crwcin1,Cinclodes_albiventris,Cream-winged_Cinclodes
cryfof1,Micrastur_mintoni,Cryptic_Forest-Falcon
cssvir1,Vireolanius_melitophrys,Chestnut-sided_Shrike-Vireo
cthhue1,Pteroptochos_castaneus,Chestnut-throated_Huet-huet
cubbla,Dives_atroviolaceus,Cuban_Blackbird
cubblh1,Buteogallus_gundlachii,Cuban_Black_Hawk
cubbul1,Melopyrrha_nigra,Cuban_Bullfinch
cubcro1,Corvus_nasicus,Cuban_Crow
cubeme1,Chlorostilbon_ricordii,Cuban_Emerald
cubgna1,Polioptila_lembeyei,Cuban_Gnatcatcher
cubgra,Tiaris_canorus,Cuban_Grassquit
cubmar,Progne_cryptoleuca,Cuban_Martin
cubpar1,Amazona_leucocephala,Cuban_Parrot
cubpar2,Psittacara_euops,Cuban_Parakeet
cubpew1,Contopus_caribaeus,Cuban_Pewee
cubree1,Limnornis_curvirostris,Curve-billed_Reedhaunter
cubscy1,Campylorhamphus_procurvoides,Curve-billed_Scythebill
cubsol1,Myadestes_elisabeth,Cuban_Solitaire
cubthr,Toxostoma_curvirostre,Curve-billed_Thrasher
cubtin1,Nothoprocta_curvirostris,Curve-billed_Tinamou
cubtod1,Todus_multicolor,Cuban_Tody
cubtro1,Priotelus_temnurus,Cuban_Trogon
cubvir1,Vireo_gundlachii,Cuban_Vireo
cucara1,Pteroglossus_beauharnaesii,Curl-crested_Aracari
cucjay1,Cyanocorax_cristatellus,Curl-crested_Jay
cugwoo1,Xiphidiopicus_percussus,Cuban_Green_Woodpecker
cunant1,Grallaria_kaestneri,Cundinamarca_Antpitta
cupowl1,Glaucidium_siju,Cuban_Pygmy-Owl
cursan,Calidris_ferruginea,Curlew_Sandpiper
cuzbrf1,Atlapetes_canigenis,Cuzco_Brushfinch
dabcin1,Cinclodes_patagonicus,Dark-bellied_Cinclodes
dabcuc1,Coccyzus_melacoryphus,Dark-billed_Cuckoo
dabspi1,Synallaxis_albigularis,Dark-breasted_Spinetail
daejun,Junco_hyemalis,Dark-eyed_Junco
daejun2,Junco_insularis,Guadalupe_Junco
dafgrt1,Muscisaxicola_maclovianus,Dark-faced_Ground-Tyrant
darnot1,Nothura_darwinii,Darwin's_Nothura
darpew1,Contopus_lugubris,Dark_Pewee
dasfly,Muscicapa_sibirica,Dark-sided_Flycatcher
datsee1,Sporophila_ruficollis,Dark-throated_Seedeater
dawmin1,Geositta_saxicolina,Dark-winged_Miner
dawtru1,Psophia_viridis,Dark-winged_Trumpeter
dbptyr1,Lophotriccus_vitiosus,Double-banded_Pygmy-Tyrant
dbwqua1,Odontophorus_melanonotus,Dark-backed_Wood-Quail
deasof1,Thripophaga_amacurensis,Delta_Amacuro_Softtail
debflo1,Diglossa_glauca,Deep-blue_Flowerpiercer
demcra1,Anthropoides_virgo,Demoiselle_Crane
demwir1,Sylviorthorhynchus_desmursii,Des_Murs's_Wiretail
dhbfin1,Atlapetes_fuscoolivaceus,Dusky-headed_Brushfinch
diadov1,Geopelia_cuneata,Diamond_Dove
diaplo1,Phegornis_mitchellii,Diademed_Sandpiper-Plover
diatan1,Stephanophorus_diadematus,Diademed_Tanager
diatap1,Scytalopus_schulenbergi,Diademed_Tapaculo
diatap2,Scytalopus_diamantinensis,Diamantina_Tapaculo
dickci,Spiza_americana,Dickcissel
dindor2,Pseudocolopteryx_dinelliana,Dinelli's_Doradito
dobant2,Hylophylax_punctulatus,Dot-backed_Antbird
dobgra1,Xenerpestes_minlosi,Double-banded_Graytail
dobplo1,Charadrius_bicinctus,Double-banded_Plover
doccor,Phalacrocorax_auritus,Double-crested_Cormorant
docsee1,Sporophila_caerulescens,Double-collared_Seedeater
doecoq1,Lophornis_gouldii,Dot-eared_Coquette
dofwoo1,Veniliornis_frontalis,Dot-fronted_Woodpecker
dolgul2,Leucophaeus_scoresbii,Dolphin_Gull
dorcht1,Ochthoeca_oenanthoides,d'Orbigny's_Chat-Tyrant
dotkit1,Harpagus_bidentatus,Double-toothed_Kite
dottan1,Tangara_varia,Dotted_Tanager
doveki,Alle_alle,Dovekie
dovpri1,Pachyptila_desolata,Antarctic_Prion
dowant1,Microrhopias_quixensis,Dot-winged_Antwren
dowcra1,Porzana_spiloptera,Dot-winged_Crake
dowwoo,Picoides_pubescens,Downy_Woodpecker
drahem1,Hemispingus_xanthophthalmus,Drab_Hemispingus
drasee1,Sporophila_simplex,Drab_Seedeater
drbpyt1,Hemitriccus_diops,Drab-breasted_Pygmy-Tyrant
drwtyr1,Ochthornis_littoralis,Drab_Water_Tyrant
dstkne,Burhinus_bistriatus,Double-striped_Thick-knee
dubjac1,Brachygalba_salmoni,Dusky-backed_Jacamar
dubpar1,Forpus_modestus,Dusky-billed_Parrotlet
dubsee1,Sporophila_ardesiaca,Dubois's_Seedeater
dubtan1,Chlorospingus_semifuscus,Dusky_Chlorospingus
ducatt1,Attila_bolivianus,Dull-capped_Attila
ducfly,Myiarchus_tuberculifer,Dusky-capped_Flycatcher
ducfly2,Myiozetetes_luteiventris,Dusky-chested_Flycatcher
ducfog1,Anabazenops_dorsalis,Dusky-cheeked_Foliage-gleaner
ducgra2,Tiaris_obscurus,Dull-colored_Grassquit
ducgre1,Pachysylvia_hypoxantha,Dusky-capped_Greenlet
duftan1,Mitrospingus_cassinii,Dusky-faced_Tanager
dugant1,Herpsilochmus_dugandi,Dugand's_Antwren
dugoro1,Psarocolius_atrovirens,Dusky-green_Oropendola
duhpar,Aratinga_weddellii,Dusky-headed_Parakeet
dulgua1,Penelope_obscura,Dusky-legged_Guan
dumant1,Sipia_laemosticta,Dull-mantled_Antbird
dumant3,Sipia_palliata,Magdalena_Antbird
dunlin,Calidris_alpina,Dunlin
dunnoc1,Prunella_modularis,Dunnock
dusant1,Cercomacroides_tyrannina,Dusky_Antbird
dusfly,Empidonax_oberholseri,Dusky_Flycatcher
dusgro,Dendragapus_obscurus,Dusky_Grouse
dushum1,Cynanthus_sordidus,Dusky_Hummingbird
dusnig1,Antrostomus_saturatus,Dusky_Nightjar
duspar1,Pionus_fuscus,Dusky_Parrot
duspig2,Patagioenas_goodsoni,Dusky_Pigeon
duspih1,Lipaugus_fuscocinereus,Dusky_Piha
duspur1,Iodopleura_fusca,Dusky_Purpletuft
dusspi1,Synallaxis_moesta,Dusky_Spinetail
dussta1,Coeligena_orina,Dusky_Starfrontlet
dustap1,Scytalopus_fuscus,Dusky_Tapaculo
dusthr1,Turdus_naumanni,Naumann's_Thrush
dusthr2,Turdus_eunomus,Dusky_Thrush
duswar,Phylloscopus_fuscatus,Dusky_Warbler
dutant1,Drymophila_malura,Dusky-tailed_Antbird
dutant2,Thamnomanes_ardesiacus,Dusky-throated_Antshrike
dutcan1,Pseudasthenes_humicola,Dusky-tailed_Canastero
dutfla1,Ramphotrigon_fuscicauda,Dusky-tailed_Flatbill
duther1,Phaethornis_squalidus,Dusky-throated_Hermit
dwacuc1,Coccycua_pumila,Dwarf_Cuckoo
dwajay1,Cyanolyca_nanus,Dwarf_Jay
dwatin1,Taoniscus_nanus,Dwarf_Tinamou
dwavir1,Vireo_nelsoni,Dwarf_Vireo
dwtman1,Tyranneutes_stolzmanni,Dwarf_Tyrant-Manakin
eactan1,Calyptophilus_frugivorus,Eastern_Chat-Tanager
eaptyr1,Myiornis_auricularis,Eared_Pygmy-Tyrant
eardov1,Zenaida_auriculata,Eared_Dove
eargre,Podiceps_nigricollis,Eared_Grebe
earpoo1,Nyctiphrynus_mcleodii,Eared_Poorwill
earque,Euptilotis_neoxenus,Eared_Quetzal
easblu,Sialia_sialis,Eastern_Bluebird
easkin,Tyrannus_tyrannus,Eastern_Kingbird
easmea,Sturnella_magna,Eastern_Meadowlark
easowl1,Megascops_asio,Eastern_Screech-Owl
easpho,Sayornis_phoebe,Eastern_Phoebe
easros1,Platycercus_eximius,Eastern_Rosella
eastow,Pipilo_erythrophthalmus,Eastern_Towhee
easwah1,Foulehaio_carunculatus,Eastern_Wattled-Honeyeater
eawpew,Contopus_virens,Eastern_Wood-Pewee
eaywag,Motacilla_tschutschensis,Eastern_Yellow_Wagtail
ecgdov1,Columbina_buckleyi,Ecuadorian_Ground-Dove
ecucac1,Cacicus_sclateri,Ecuadorian_Cacique
ecuhil1,Oreotrochilus_chimborazo,Ecuadorian_Hillstar
ecupic1,Picumnus_sclateri,Ecuadorian_Piculet
ecupie1,Phlogophilus_hemileucurus,Ecuadorian_Piedtail
ecutap1,Scytalopus_robbinsi,Ecuadorian_Tapaculo
ecuthr1,Turdus_maculirostris,Ecuadorian_Thrush
ecutyr1,Phylloscartes_gualaquizae,Ecuadorian_Tyrannulet
egygoo,Alopochen_aegyptiaca,Egyptian_Goose
elctin1,Eudromia_elegans,Elegant_Crested-Tinamou
elecre1,Melanopareia_elegans,Elegant_Crescentchest
eleeup1,Euphonia_elegantissima,Elegant_Euphonia
elepai,Chasiempis_sandwichensis,Hawaii_Elepaio
elepai4,Chasiempis_ibidis,Oahu_Elepaio
elepai5,Chasiempis_sclateri,Kauai_Elepaio
elequa,Callipepla_douglasii,Elegant_Quail
eleter1,Thalasseus_elegans,Elegant_Tern
eletro,Trogon_elegans,Elegant_Trogon
elewoo1,Xiphorhynchus_elegans,Elegant_Woodcreeper
elfowl,Micrathene_whitneyi,Elf_Owl
elopar1,Pyrrhura_orcesi,El_Oro_Parakeet
eluant1,Grallaria_eludens,Elusive_Antpitta
elwwar1,Setophaga_angelae,Elfin-woods_Warbler
embpuf1,Eriocnemis_aline,Emerald-bellied_Puffleg
emchum1,Abeillia_abeillei,Emerald-chinned_Hummingbird
emetan1,Tangara_florida,Emerald_Tanager
emetou1,Aulacorhynchus_prasinus,Emerald_Toucanet
empbri1,Heliodoxa_imperatrix,Empress_Brilliant
empgoo,Chen_canagica,Emperor_Goose
emppen1,Aptenodytes_forsteri,Emperor_Penguin
epaori1,Icterus_cayanensis,Epaulet_Oriole
epaori4,Icterus_pyrrhopterus,Variable_Oriole
equgra1,Xenerpestes_singularis,Equatorial_Graytail
ercfra,Pternistis_erckelii,Erckel's_Francolin
erttyr1,Hemitriccus_orbitatus,Eye-ringed_Tody-Tyrant
esmant1,Sipia_nigricauda,Esmeraldas_Antbird
esmwoo2,Chaetocercus_berlepschi,Esmeraldas_Woodstar
eucdov,Streptopelia_decaocto,Eurasian_Collared-Dove
eugplo,Pluvialis_apricaria,European_Golden-Plover
eulfly1,Lathrotriccus_euleri,Euler's_Flycatcher
eurbla,Turdus_merula,Eurasian_Blackbird
eurbul,Pyrrhula_pyrrhula,Eurasian_Bullfinch
eurcur,Numenius_arquata,Eurasian_Curlew
eurdot,Charadrius_morinellus,Eurasian_Dotterel
eurgol,Carduelis_carduelis,European_Goldfinch
eurgre1,Chloris_chloris,European_Greenfinch
eurhob,Falco_subbuteo,Eurasian_Hobby
eurjac,Corvus_monedula,Eurasian_Jackdaw
eurkes,Falco_tinnunculus,Eurasian_Kestrel
eursis,Spinus_spinus,Eurasian_Siskin
eurspa1,Accipiter_nisus,Eurasian_Sparrowhawk
eurspo1,Platalea_leucorodia,Eurasian_Spoonbill
eursta,Sturnus_vulgaris,European_Starling
eurwig,Anas_penelope,Eurasian_Wigeon
eurwoo,Scolopax_rusticola,Eurasian_Woodcock
eurwry,Jynx_torquilla,Eurasian_Wryneck
eutspa,Passer_montanus,Eurasian_Tree_Sparrow
evegro,Coccothraustes_vespertinus,Evening_Grosbeak
eyethr,Turdus_obscurus,Eyebrowed_Thrush
eyrfla1,Rhynchocyclus_brevirostris,Eye-ringed_Flatbill
eyrthi1,Asthenes_palpebralis,Eye-ringed_Thistletail
fabbri1,Heliodoxa_rubinoides,Fawn-breasted_Brilliant
fabtan1,Pipraeidea_melanonota,Fawn-breasted_Tanager
fabwre1,Cantorchilus_guarayanus,Fawn-breasted_Wren
faecur,Numenius_madagascariensis,Far_Eastern_Curlew
faipri1,Pachyptila_turtur,Fairy_Prion
falduc,Anas_falcata,Falcated_Duck
falstd1,Tachyeres_brachypterus,Falkland_Steamer-Duck
fasant1,Cymbilaimus_lineatus,Fasciated_Antshrike
faswre1,Campylorhynchus_fasciatus,Fasciated_Wren
fatcuc1,Cacomantis_flabelliformis,Fan-tailed_Cuckoo
father1,Tigrisoma_fasciatum,Fasciated_Tiger-Heron
fatmon1,Pomarea_whitneyi,Fatuhiva_Monarch
fatwar,Basileuterus_lachrymosus,Fan-tailed_Warbler
fbfeye1,Pyriglena_atra,Fringe-backed_Fire-eye
feapet1,Pterodroma_feae,Fea's_Petrel
febant1,Myrmoderus_ferrugineus,Ferruginous-backed_Antbird
fepowl,Glaucidium_brasilianum,Ferruginous_Pygmy-Owl
ferant1,Drymophila_ferruginea,Ferruginous_Antbird
ferfli1,Colaptes_fernandinae,Fernandina's_Flicker
ferhaw,Buteo_regalis,Ferruginous_Hawk
fescoq1,Lophornis_chalybeus,Festive_Coquette
fespar1,Amazona_festiva,Festive_Parrot
fhbfin1,Atlapetes_fulviceps,Fulvous-headed_Brushfinch
fibara1,Pteroglossus_frantzii,Fiery-billed_Aracari
fibpic1,Picumnus_subtilis,Fine-barred_Piculet
fibwar1,Horornis_ruficapilla,Fiji_Bush-Warbler
ficbar1,Capito_quinticolor,Five-colored_Barbet
ficman1,Machaeropterus_pyrocephalus,Fiery-capped_Manakin
fiediu1,Xolmis_pyrope,Fire-eyed_Diucon
fieldf,Turdus_pilaris,Fieldfare
fiespa,Spizella_pusilla,Field_Sparrow
fietop1,Topaza_pyra,Fiery_Topaz
fijgos1,Accipiter_rufitorques,Fiji_Goshawk
fijpar1,Erythrura_pealii,Fiji_Parrotfinch
fijshr1,Clytorhynchus_vitiensis,Fiji_Shrikebill
fijwhi2,Pachycephala_vitiensis,Fiji_Whistler
fijwoo1,Artamus_mentalis,Fiji_Woodswallow
fineup1,Euphonia_finschi,Finsch's_Euphonia
firgat1,Anumbius_annumbi,Firewood-gatherer
fiscro,Corvus_ossifragus,Fish_Crow
fislov1,Agapornis_fischeri,Fischer's_Lovebird
fispar1,Pyrrhura_egregia,Fiery-shouldered_Parakeet
fisspa,Amphispiza_quinquestriata,Five-striped_Sparrow
fitawl1,Avocettula_recurvirostris,Fiery-tailed_Awlbill
fitfru1,Pipreola_chlorolepidota,Fiery-throated_Fruiteater
fithum1,Panterpe_insignis,Fiery-throated_Hummingbird
fitmet1,Metallura_eupogon,Fire-throated_Metaltail
flafly1,Deltarhynchus_flammulatus,Flammulated_Flycatcher
flafly2,Myiophobus_flavicans,Flavescent_Flycatcher
flaowl,Psiloscops_flammeolus,Flammulated_Owl
flapyt1,Hemitriccus_flammulatus,Flammulated_Pygmy-Tyrant
flatre1,Thripadectes_flammulatus,Flammulated_Treehunter
flawar1,Myiothlypis_flaveola,Flavescent_Warbler
flbkin1,Todiramphus_recurvirostris,Flat-billed_Kingfisher
flbvir1,Vireo_nanus,Flat-billed_Vireo
flcman2,Heterocercus_linteatus,Flame-crowned_Manakin
flctan,Piranga_bidentata,Flame-colored_Tanager
flctan1,Tachyphonus_cristatus,Flame-crested_Tanager
flfshe,Ardenna_carneipes,Flesh-footed_Shearwater
flftan1,Tangara_parzudakii,Flame-faced_Tanager
flicor1,Phalacrocorax_harrisi,Flightless_Cormorant
flistd1,Tachyeres_pteneres,Flightless_Steamer-Duck
flrtan1,Ramphocelus_flammigerus,Flame-rumped_Tanager
flsjay,Aphelocoma_coerulescens,Florida_Scrub-Jay
fltwar1,Oreothlypis_gutturalis,Flame-throated_Warbler
flushe1,Puffinus_gavia,Fluttering_Shearwater
fluwre1,Microcerculus_ustulatus,Flutist_Wren
flystd1,Tachyeres_patachonicus,Flying_Steamer-Duck
fooant1,Epinecrophylla_spodionota,Foothill_Antwren
fooela1,Myiopagis_olallai,Foothill_Elaenia
forbla1,Anumara_forbesi,Forbes's_Blackbird
forela1,Myiopagis_gaimardii,Forest_Elaenia
forter,Sterna_forsteri,Forster's_Tern
forthr1,Turdus_lherminieri,Forest_Thrush
fotfly,Tyrannus_savana,Fork-tailed_Flycatcher
fotpyt1,Hemitriccus_furcatus,Fork-tailed_Pygmy-Tyrant
fotswi,Apus_pacificus,Pacific_Swift
fotwoo1,Thalurania_furcata,Fork-tailed_Woodnymph
foxspa,Passerella_iliaca,Fox_Sparrow
fragul,Leucophaeus_pipixcan,Franklin's_Gull
frbtho1,Phacellodomus_striaticollis,Freckle-breasted_Thornbird
frgdov1,Gallicolumba_stairi,Friendly_Ground-Dove
fricoq1,Lophornis_magnificus,Frilled_Coquette
ftpswi1,Tachornis_squamata,Fork-tailed_Palm-Swift
ftspet,Oceanodroma_furcata,Fork-tailed_Storm-Petrel
fubfla1,Rhynchocyclus_fulvipectus,Fulvous-breasted_Flatbill
fucnun1,Nonnula_sclateri,Fulvous-chinned_Nunlet
fuctan1,Tachyphonus_surinamus,Fulvous-crested_Tanager
fudtre1,Margarornis_stellatus,Fulvous-dotted_Treerunner
fuesni1,Gallinago_stricklandii,Fuegian_Snipe
fuhtan1,Thlypopsis_fulviceps,Fulvous-headed_Tanager
fulant1,Frederickena_fulva,Fulvous_Antshrike
fulowl1,Strix_fulvescens,Fulvous_Owl
fulpri1,Pachyptila_crassirostris,Fulmar_Prion
fulwre1,Cinnycerthia_fulva,Fulvous_Wren
fusfly1,Cnemotriccus_fuscatus,Fuscous_Flycatcher
fustan1,Lanio_fulvus,Fulvous_Shrike-Tanager
fuveup1,Euphonia_fulvicrissa,Fulvous-vented_Euphonia
fuwduc,Dendrocygna_bicolor,Fulvous_Whistling-Duck
gabfru1,Pipreola_riefferii,Green-and-black_Fruiteater
gadwal,Anas_strepera,Gadwall
gagtan1,Tangara_palmeri,Gray-and-gold_Tanager
gagtan2,Tangara_schrankii,Green-and-gold_Tanager
gagwar2,Myiothlypis_fraseri,Gray-and-gold_Warbler
galdov1,Zenaida_galapagoensis,Galapagos_Dove
galfly1,Myiarchus_magnirostris,Galapagos_Flycatcher
galhaw1,Buteo_galapagoensis,Galapagos_Hawk
galmar1,Progne_modesta,Galapagos_Martin
galmoc1,Mimus_parvulus,Galapagos_Mockingbird
galpen1,Spheniscus_mendiculus,Galapagos_Penguin
galpet,Pterodroma_phaeopygia,Galapagos_Petrel
galrai1,Laterallus_spilonota,Galapagos_Rail
gamqua,Callipepla_gambelii,Gambel's_Quail
gareme1,Chlorostilbon_assimilis,Garden_Emerald
gargan,Anas_querquedula,Garganey
garkin1,Chloroceryle_inda,Green-and-rufous_Kingfisher
gartro1,Trogon_caligatus,Gartered_Trogon
gathum1,Lamprolaima_rhami,Garnet-throated_Hummingbird
gawhum1,Amazilia_viridicauda,Green-and-white_Hummingbird
gawtyr2,Pseudelaenia_leucospodia,Gray-and-white_Tyrannulet
gbbgul,Larus_marinus,Great_Black-backed_Gull
gbmgem1,Lampornis_sybillae,Green-breasted_Mountain-gem
gbmtan1,Cnemathraupis_aureodorsalis,Golden-backed_Mountain-Tanager
gbsfin1,Sporophila_maximiliani,Great-billed_Seed-Finch
gbwwre1,Henicorhina_leucophrys,Gray-breasted_Wood-Wren
gchwar,Setophaga_chrysoparia,Golden-cheeked_Warbler
gcoroc1,Rupicola_rupicola,Guianan_Cock-of-the-rock
gcptan1,Phaenicophilus_poliocephalus,Gray-crowned_Palm-Tanager
gcrfin,Leucosticte_tephrocotis,Gray-crowned_Rosy-Finch
gcrwar,Basileuterus_culicivorus,Golden-crowned_Warbler
genpen1,Pygoscelis_papua,Gentoo_Penguin
gfqdov,Geotrygon_caniceps,Gray-fronted_Quail-Dove
giaant1,Grallaria_gigantea,Giant_Antpitta
giaant2,Batara_cinerea,Giant_Antshrike
giacon1,Oreomanes_fraseri,Giant_Conebill
giacoo1,Fulica_gigantea,Giant_Coot
giacow,Molothrus_oryzivorus,Giant_Cowbird
giahum1,Patagona_gigas,Giant_Hummingbird
giakin1,Tyrannus_cubensis,Giant_Kingbird
giasni1,Gallinago_undulata,Giant_Snipe
giawre1,Campylorhynchus_chiapensis,Giant_Wren
gietan1,Tangara_cyanoventris,Gilt-edged_Tanager
gilbar1,Capito_auratus,Gilded_Barbet
gilfli,Colaptes_chrysoides,Gilded_Flicker
gilhum1,Hylocharis_chrysura,Gilded_Hummingbird
gilwoo,Melanerpes_uropygialis,Gila_Woodpecker
giwrai1,Aramides_ypecaha,Giant_Wood-Rail
glagul,Larus_hyperboreus,Glaucous_Gull
glatan1,Thraupis_glaucocolpa,Glaucous_Tanager
glbbec1,Pachyramphus_surinamus,Glossy-backed_Becard
glbeme1,Chlorostilbon_lucidus,Glittering-bellied_Emerald
glbgro1,Cyanoloxia_glaucocaerulea,Glaucous-blue_Grosbeak
glbthr1,Turdus_serranus,Glossy-black_Thrush
glgtan1,Chlorochrysa_phoenicotis,Glistening-green_Tanager
gloant1,Sakesphorus_luctuosus,Glossy_Antshrike
gloflo1,Diglossa_lafresnayii,Glossy_Flowerpiercer
gloibi,Plegadis_falcinellus,Glossy_Ibis
glopuf2,Eriocnemis_vestita,Glowing_Puffleg
glteme1,Amazilia_fimbriata,Glittering-throated_Emerald
glthum1,Selasphorus_ardens,Glow-throated_Hummingbird
glwgul,Larus_glaucescens,Glaucous-winged_Gull
gnbhel1,Oxypogon_guerinii,Green-bearded_Helmetcrest
gnbman,Anthracothorax_prevostii,Green-breasted_Mango
gnbtro1,Trogon_viridis,Green-backed_Trogon
gncpar,Pyrrhura_molinae,Green-cheeked_Parakeet
gnlthr,Ianthocincla_pectoralis,Greater_Necklaced_Laughingthrush
gnteup1,Euphonia_chalybea,Green-throated_Euphonia
gnttan1,Tangara_argyrofenges,Green-throated_Tanager
gnttow,Pipilo_chlorurus,Green-tailed_Towhee
gnwtea,Anas_crecca,Green-winged_Teal
gobchl1,Chlorophonia_callophrys,Golden-browed_Chlorophonia
gobcht1,Ochthoeca_pulchella,Golden-browed_Chat-Tyrant
gobeup1,Euphonia_chrysopasta,Golden-bellied_Euphonia
gobfly1,Myiodynastes_hemichrysus,Golden-bellied_Flycatcher
gobfru1,Pipreola_aureopectus,Golden-breasted_Fruiteater
gobgro1,Pheucticus_chrysogaster,Golden_Grosbeak
gobpuf1,Eriocnemis_mosquera,Golden-breasted_Puffleg
gobsal1,Saltator_aurantiirostris,Golden-billed_Saltator
gobsta1,Coeligena_bonapartei,Golden-bellied_Starfrontlet
gobwar1,Basileuterus_belli,Golden-browed_Warbler
gobwar2,Myiothlypis_chrysogaster,Golden-bellied_Warbler
goceme1,Chlorostilbon_auriceps,Golden-crowned_Emerald
gocfly1,Myiodynastes_chrysocephalus,Golden-crowned_Flycatcher
gochon2,Iridophanes_pulcherrimus,Golden-collared_Honeycreeper
gockin,Regulus_satrapa,Golden-crowned_Kinglet
gocman1,Manacus_vitellinus,Golden-collared_Manakin
gocpar2,Aratinga_auricapillus,Golden-capped_Parakeet
gocspa,Zonotrichia_atricapilla,Golden-crowned_Sparrow
gocspa1,Platyrinchus_coronatus,Golden-crowned_Spadebill
goctan1,Bangsia_rothschildi,Golden-chested_Tanager
goctan2,Thraupis_ornata,Golden-chevroned_Tanager
goctan3,Iridosornis_jelskii,Golden-collared_Tanager
goctan4,Iridosornis_rufivertex,Golden-crowned_Tanager
goctou1,Selenidera_reinwardtii,Golden-collared_Toucanet
gocwoo1,Melanerpes_chrysogenys,Golden-cheeked_Woodpecker
gocwoo2,Veniliornis_cassini,Golden-collared_Woodpecker
goeant1,Akletos_goeldii,Goeldi's_Antbird
goetan1,Tangara_chrysotis,Golden-eared_Tanager
gofgre1,Pachysylvia_aurantiifrons,Golden-fronted_Greenlet
gofred1,Myioborus_ornatus,Golden-fronted_Redstart
goftyr1,Zimmerius_chrysops,Golden-faced_Tyrannulet
gofwoo,Melanerpes_aurifrons,Golden-fronted_Woodpecker
gogwoo1,Piculus_chrysochloros,Golden-green_Woodpecker
gohman1,Ceratopipra_erythrocephala,Golden-headed_Manakin
gohque1,Pharomachrus_auriceps,Golden-headed_Quetzal
gohtan1,Tangara_larvata,Golden-hooded_Tanager
goldcr1,Regulus_regulus,Goldcrest
goleag,Aquila_chrysaetos,Golden_Eagle
golpar3,Guaruba_guaruba,Golden_Parakeet
golphe,Chrysolophus_pictus,Golden_Pheasant
golswa1,Tachycineta_euchrysea,Golden_Swallow
goltan1,Tangara_arthus,Golden_Tanager
golvir1,Vireo_hypochryseus,Golden_Vireo
gontan1,Tangara_ruficervix,Golden-naped_Tanager
gonwoo1,Melanerpes_chrysauchen,Golden-naped_Woodpecker
goowoo1,Colaptes_rubiginosus,Golden-olive_Woodpecker
goppar1,Leptosittaca_branickii,Golden-plumed_Parakeet
goreup1,Euphonia_cyanocephala,Golden-rumped_Euphonia
gorsun1,Heliangelus_strophianus,Gorgeted_Sunangel
gortan1,Bangsia_aureocincta,Gold-ringed_Tanager
gorwoo2,Chaetocercus_heliodor,Gorgeted_Woodstar
goseup1,Euphonia_cayennensis,Golden-sided_Euphonia
gospic1,Picumnus_exilis,Golden-spangled_Piculet
gotgra1,Macroagelaius_imthurni,Golden-tufted_Grackle
gotpar2,Touit_surdus,Golden-tailed_Parrotlet
gotsap1,Chrysuronia_oenone,Golden-tailed_Sapphire
goujew1,Heliodoxa_aurescens,Gould's_Jewelfront
goupet1,Pterodroma_leucoptera,Gould's_Petrel
goutou1,Selenidera_gouldii,Gould's_Toucanet
gowcac1,Cacicus_chrysopterus,Golden-winged_Cacique
gowman1,Masius_chrysopterus,Golden-winged_Manakin
gowpar2,Brotogeris_chrysoptera,Golden-winged_Parakeet
gowqua1,Odontophorus_strophium,Gorgeted_Wood-Quail
gowspa1,Arremon_schlegeli,Golden-winged_Sparrow
gowtof1,Poecilotriccus_calopterus,Golden-winged_Tody-Flycatcher
gowwar,Vermivora_chrysoptera,Golden-winged_Warbler
grabul1,Loxigilla_violacea,Greater_Antillean_Bullfinch
graela1,Elaenia_fallax,Greater_Antillean_Elaenia
graela2,Myiopagis_caniceps,Gray_Elaenia
gragoo,Anser_anser,Graylag_Goose
gragra1,Quiscalus_niger,Greater_Antillean_Grackle
graher1,Ardea_cinerea,Gray_Heron
