SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME
abetow,Melozone_aberti,Abert's_Towhee
absfin1,Phrygilus_plebejus,Ash-breasted_Sierra-Finch
abttyr1,Anairetes_alpinus,Ash-breasted_Tit-Tyrant
acafly,Empidonax_virescens,Acadian_Flycatcher
acowoo,Melanerpes_formicivorus,Acorn_Woodpecker
acrant1,Thamnophilus_divisorius,Acre_Antshrike
acrtot1,Hemitriccus_cohnhafti,Acre_Tody-Tyrant
adepen1,Pygoscelis_adeliae,Adelie_Penguin
adewar1,Setophaga_adelaidae,Adelaide's_Warbler
afcdov1,Streptopelia_roseogrisea,African_Collared-Dove
afrsil1,Euodice_cantans,African_Silverbill
agaher1,Agamia_agami,Agami_Heron
agitit1,Uromyias_agilis,Agile_Tit-Tyrant
ajpant1,Herpsilochmus_stotzi,Aripuana_Antwren
akekee,Loxops_caeruleirostris,Akekee
akepa1,Loxops_coccineus,Hawaii_Akepa
akepa3,Loxops_ochraceus,Maui_Akepa
akiapo,Hemignathus_wilsoni,Akiapolaau
akikik,Oreomystis_bairdi,Akikiki
alaant1,Myrmotherula_snowi,Alagoas_Antwren
alatyr1,Phylloscartes_ceciliae,Alagoas_Tyrannulet
aldfly,Empidonax_alnorum,Alder_Flycatcher
aleter1,Onychoprion_aleuticus,Aleutian_Tern
alfant1,Hylopezus_whittakeri,Alta_Floresta_Antpitta
allant1,Percnostola_arenarum,Allpahuayo_Antbird
allhum,Selasphorus_sasin,Allen's_Hummingbird
alpswi1,Apus_melba,Alpine_Swift
altori,Icterus_gularis,Altamira_Oriole
altyel1,Geothlypis_flavovelata,Altamira_Yellowthroat
amaant1,Hylopezus_berlepschi,Amazonian_Antpitta
amaant2,Thamnophilus_amazonicus,Amazonian_Antshrike
amabaw1,Dendrocolaptes_certhia,Amazonian_Barred-Woodcreeper
amahum1,Amazilia_amazilia,Amazilia_Hummingbird
amakin1,Chloroceryle_amazona,Amazon_Kingfisher
amapar1,Nannopsittaca_dachilleae,Amazonian_Parrotlet
amapyo1,Glaucidium_hardyi,Amazonian_Pygmy-Owl
amasta1,Myrmotherula_multostriata,Amazonian_Streaked-Antwren
amaswi1,Chaetura_viridipennis,Amazonian_Swift
amatyr1,Inezia_subflava,Amazonian_Tyrannulet
amaumb1,Cephalopterus_ornatus,Amazonian_Umbrellabird
ambduc,Anas_rubripes,American_Black_Duck
ambtyr1,Knipolegus_poecilocercus,Amazonian_Black-Tyrant
ameavo,Recurvirostra_americana,American_Avocet
amebit,Botaurus_lentiginosus,American_Bittern
amecro,Corvus_brachyrhynchos,American_Crow
amedip,Cinclus_mexicanus,American_Dipper
amegfi,Spinus_tristis,American_Goldfinch
amekes,Falco_sparverius,American_Kestrel
ameoys,Haematopus_palliatus,American_Oystercatcher
amepip,Anthus_rubescens,American_Pipit
amered,Setophaga_ruticilla,American_Redstart
amerob,Turdus_migratorius,American_Robin
amewig,Anas_americana,American_Wigeon
amewoo,Scolopax_minor,American_Woodcock
amewoo1,Calliphlox_amethystina,Amethyst_Woodstar
amgplo,Pluvialis_dominica,American_Golden-Plover
ampkin1,Chloroceryle_aenea,American_Pygmy_Kingfisher
amsfly1,Sublegatus_obscurior,Amazonian_Scrub-Flycatcher
amthum1,Lampornis_amethystinus,Amethyst-throated_Hummingbird
amtspa,Spizelloides_arborea,American_Tree_Sparrow
amtsun1,Heliangelus_amethysticollis,Amethyst-throated_Sunangel
amwpel,Pelecanus_erythrorhynchos,American_White_Pelican
anbtyr1,Phylloscartes_lanyoni,Antioquia_Bristle-Tyrant
ancant1,Herpsilochmus_gentryi,Ancient_Antwren
anchum1,Orthorhyncus_cristatus,Antillean_Crested_Hummingbird
ancmur,Synthliboramphus_antiquus,Ancient_Murrelet
anctap1,Scytalopus_affinis,Ancash_Tapaculo
andavo1,Recurvirostra_andina,Andean_Avocet
andcon1,Vultur_gryphus,Andean_Condor
andcot1,Rupicola_peruvianus,Andean_Cock-of-the-rock
andeme1,Amazilia_franciae,Andean_Emerald
andfla2,Phoenicoparrus_andinus,Andean_Flamingo
andfli1,Colaptes_rupicola,Andean_Flicker
andgoo1,Oressochen_melanopterus,Andean_Goose
andgua1,Penelope_montagnii,Andean_Guan
andgul1,Chroicocephalus_serranus,Andean_Gull
andhil1,Oreotrochilus_estella,Andean_Hillstar
andlap1,Vanellus_resplendens,Andean_Lapwing
andneg1,Lessonia_oreas,Andean_Negrito
andpar1,Bolborhynchus_orbygnesius,Andean_Parakeet
andpot1,Nyctibius_maculosus,Andean_Potoo
andsis1,Spinus_spinescens,Andean_Siskin
andsni1,Gallinago_jamesoni,Jameson's_Snipe
andsol1,Myadestes_ralloides,Andean_Solitaire
andswa2,Orochelidon_andecola,Andean_Swallow
andswi1,Aeronautes_andecolus,Andean_Swift
andtin1,Nothoprocta_pentlandii,Andean_Tinamou
andtyr2,Knipolegus_cabanisi,Plumbeous_Black-Tyrant
andtyr3,Knipolegus_signatus,Jelski's_Black-Tyrant
angpet1,Macronectes_giganteus,Southern_Giant-Petrel
anhing,Anhinga_anhinga,Anhinga
aniani,Magumma_parva,Anianiau
annhum,Calypte_anna,Anna's_Hummingbird
anpowl1,Glaucidium_jardinii,Andean_Pygmy-Owl
anpswi,Tachornis_phoenicobia,Antillean_Palm-Swift
antant1,Grallaria_urraoensis,Urrao_Antpitta
anteup1,Euphonia_musica,Antillean_Euphonia
antman1,Anthracothorax_dominicus,Antillean_Mango
antnig,Chordeiles_gundlachii,Antillean_Nighthawk
antpet1,Thalassoica_antarctica,Antarctic_Petrel
antpic1,Nesoctites_micromegas,Antillean_Piculet
antsha1,Phalacrocorax_bransfieldensis,Antarctic_Shag
antsis1,Spinus_dominicensis,Antillean_Siskin
antspi1,Leptasthenura_andicola,Andean_Tit-Spinetail
antter1,Sterna_vittata,Antarctic_Tern
antwre2,Thryophilus_sernai,Antioquia_Wren
apapan,Himatione_sanguinea,Apapane
apifly1,Myiarchus_apicalis,Apical_Flycatcher
aplfal,Falco_femoralis,Aplomado_Falcon
apowre1,Cistothorus_apolinari,Apolinar's_Wren
apubrf1,Atlapetes_forbesi,Apurimac_Brushfinch
apuspi1,Synallaxis_courseni,Apurimac_Spinetail
araman1,Antilophia_bokermanni,Araripe_Manakin
arcloo,Gavia_arctica,Arctic_Loon
arcter,Sterna_paradisaea,Arctic_Tern
arcwar1,Phylloscopus_borealis,Arctic_Warbler
arcwar2,Phylloscopus_examinandus,Kamchatka_Leaf_Warbler
ariwoo,Picoides_arizonae,Arizona_Woodpecker
arrpic1,Picumnus_minutissimus,Arrowhead_Piculet
arrwar1,Setophaga_pharetra,Arrowhead_Warbler
artspi1,Leptasthenura_setaria,Araucaria_Tit-Spinetail
asbant1,Myrmoborus_lugubris,Ash-breasted_Antbird
asbfly,Muscicapa_dauurica,Asian_Brown_Flycatcher
asbspi1,Cranioleuca_curtata,Ash-browed_Spinetail
asccuc1,Coccycua_cinerea,Ash-colored_Cuckoo
asctap1,Myornis_senilis,Ash-colored_Tapaculo
asfowl1,Tyto_glaucops,Ashy-faced_Owl
ashant1,Myrmotherula_grisea,Ashy_Antwren
ashgoo1,Chloephaga_poliocephala,Ashy-headed_Goose
ashgre1,Hylophilus_pectoralis,Ashy-headed_Greenlet
ashtyr1,Phyllomyias_cinereiceps,Ashy-headed_Tyrannulet
asspet,Oceanodroma_homochroa,Ashy_Storm-Petrel
astant1,Herpsilochmus_parkeri,Ash-throated_Antwren
astcas2,Casiornis_fuscus,Ash-throated_Casiornis
astcra1,Mustelirallus_albicollis,Ash-throated_Crake
astfly,Myiarchus_cinerascens,Ash-throated_Flycatcher
astgna1,Conopophaga_peruviana,Ash-throated_Gnateater
aswant1,Euchrepomis_spodioptila,Ash-winged_Antwren
atbtan1,Chlorospingus_canigularis,Ashy-throated_Chlorospingus
atfdov1,Ptilinopus_coralensis,Atoll_Fruit-Dove
atigre1,Podilymbus_gigas,Atitlan_Grebe
atiswi1,Aerodramus_sawtelli,Atiu_Swiftlet
atlpet1,Pterodroma_incerta,Atlantic_Petrel
atlpuf,Fratercula_arctica,Atlantic_Puffin
attwoo1,Picoides_dorsalis,American_Three-toed_Woodpecker
audori,Icterus_graduacauda,Audubon's_Oriole
audshe,Puffinus_lherminieri,Audubon's_Shearwater
audshe3,Puffinus_subalaris,Galapagos_Shearwater
aupowl1,Glaucidium_nana,Austral_Pygmy-Owl
ausbla1,Curaeus_curaeus,Austral_Blackbird
auscan1,Asthenes_anthoides,Austral_Canastero
ausgan1,Morus_serrator,Australasian_Gannet
ausmag2,Gymnorhina_tibicen,Australian_Magpie
ausneg1,Lessonia_rufa,Austral_Negrito
auspar1,Enicognathus_ferrugineus,Austral_Parakeet
auspip1,Anthus_novaeseelandiae,Australasian_Pipit
ausrai1,Rallus_antarcticus,Austral_Rail
austhr1,Turdus_falcklandii,Austral_Thrush
azaspi1,Synallaxis_azarae,Azara's_Spinetail
azchum1,Amazilia_cyanocephala,Azure-crowned_Hummingbird
azhjay1,Cyanolyca_cucullata,Azure-hooded_Jay
aznjay1,Cyanocorax_heilprini,Azure-naped_Jay
azrtan1,Tangara_cabanisi,Azure-rumped_Tanager
azstan1,Thraupis_cyanoptera,Azure-shouldered_Tanager
aztthr,Ridgwayia_pinicola,Aztec_Thrush
azugal1,Porphyrio_flavirostris,Azure_Gallinule
azujay1,Cyanocorax_caeruleus,Azure_Jay
babcuc4,Coccyzus_rufigularis,Bay-breasted_Cuckoo
babowl1,Pulsatrix_melanota,Band-bellied_Owl
babpic1,Picumnus_aurifrons,Bar-breasted_Piculet
babtan1,Tangara_vassorii,Blue-and-black_Tanager
babwar,Setophaga_castanea,Bay-breasted_Warbler
babwoo1,Hylexetastes_stresemanni,Bar-bellied_Woodcreeper
babwoo2,Veniliornis_nigriceps,Bar-bellied_Woodpecker
babwre1,Campylorhynchus_zonatus,Band-backed_Wren
bacant1,Gymnocichla_nudiceps,Bare-crowned_Antbird
bacant2,Thamnophilus_multistriatus,Bar-crested_Antshrike
baceag2,Spizaetus_isidori,Black-and-chestnut_Eagle
bacspa,Peucaea_aestivalis,Bachman's_Sparrow
baeant1,Rhegmatorhina_gymnops,Bare-eyed_Antbird
baepig2,Patagioenas_corensis,Bare-eyed_Pigeon
baerob1,Turdus_nudigenis,Spectacled_Thrush
bafcur1,Crax_fasciolata,Bare-faced_Curassow
baffal1,Micrastur_ruficollis,Barred_Forest-Falcon
bafibi1,Phimosus_infuscatus,Bare-faced_Ibis
bagcot1,Tijuca_atra,Black-and-gold_Cotinga
bagcuc1,Neomorphus_radiolosus,Banded_Ground-Cuckoo
bagtan1,Bangsia_arcaei,Blue-and-gold_Tanager
bagtan2,Bangsia_melanochlamys,Black-and-gold_Tanager
bahant1,Herpsilochmus_pileatus,Bahia_Antwren
bahgoo,Anser_indicus,Bar-headed_Goose
bahmoc,Mimus_gundlachii,Bahama_Mockingbird
bahnig1,Nyctiprogne_vielliardi,Bahian_Nighthawk
bahspi1,Synallaxis_cinerea,Bahia_Spinetail
bahswa,Tachycineta_cyaneoviridis,Bahama_Swallow
bahtan1,Tangara_gyrola,Bay-headed_Tanager
bahtap1,Eleoscytalopus_psychopompus,Bahia_Tapaculo
bahtyr1,Phylloscartes_beckeri,Bahia_Tyrannulet
bahwoo,Calliphlox_evelynae,Bahama_Woodstar
bahyel1,Geothlypis_rostrata,Bahama_Yellowthroat
baifly1,Myiodynastes_bairdii,Baird's_Flycatcher
baisan,Calidris_bairdii,Baird's_Sandpiper
baispa,Ammodramus_bairdii,Baird's_Sparrow
baitea,Anas_formosa,Baikal_Teal
baitro1,Trogon_bairdii,Baird's_Trogon
baleag,Haliaeetus_leucocephalus,Bald_Eagle
balori,Icterus_galbula,Baltimore_Oriole
balowl,Margarobyas_lawrencii,Bare-legged_Owl
balpar1,Pyrilia_aurantiocephala,Bald_Parrot
bamant1,Cymbilaimus_sanctaemariae,Bamboo_Antshrike
banana,Coereba_flaveola,Bananaquit
banant1,Cercomacra_ferdinandi,Bananal_Antbird
banant2,Dichrozona_cincta,Banded_Antbird
bancot1,Cotinga_maculata,Banded_Cotinga
banfru1,Gymnoderus_foetidus,Bare-necked_Fruitcrow
banqua1,Philortyx_fasciatus,Banded_Quail
banswa,Riparia_riparia,Bank_Swallow
banumb1,Cephalopterus_glabricollis,Bare-necked_Umbrellabird
banwre1,Thryophilus_pleurostictus,Banded_Wren
barant1,Thamnophilus_doliatus,Barred_Antshrike
barant2,Chamaeza_mollissima,Barred_Antthrush
barbec1,Pachyramphus_versicolor,Barred_Becard
barbul1,Loxigilla_barbadensis,Barbados_Bullfinch
barfin1,Poospiza_nigrorufa,Black-and-rufous_Warbling-Finch
barfru1,Pipreola_arcuata,Barred_Fruiteater
bargol,Bucephala_islandica,Barrow's_Goldeneye
bargoo,Branta_leucopsis,Barnacle_Goose
barhaw1,Morphnarchus_princeps,Barred_Hawk
barpar1,Bolborhynchus_lineola,Barred_Parakeet
barpet,Oceanodroma_castro,Band-rumped_Storm-Petrel
barpuf1,Nystalus_radiatus,Barred_Puffbird
barspi1,Cranioleuca_baroni,Baron's_Spinetail
barswa,Hirundo_rustica,Barn_Swallow
barswi,Chaetura_spinicaudus,Band-rumped_Swift
bartin1,Crypturellus_casiquiare,Barred_Tinamou
bartin2,Crypturellus_bartletti,Bartlett's_Tinamou
bartyr1,Phylloscartes_sylviolus,Bay-ringed_Tyrannulet
barwar,Setophaga_subita,Barbuda_Warbler
basowl,Megascops_seductus,Balsas_Screech-Owl
batant1,Hypocnemoides_maculicauda,Band-tailed_Antbird
batant2,Thamnophilus_melanothorax,Band-tailed_Antshrike
batant3,Myrmotherula_urosticta,Band-tailed_Antwren
batbar1,Threnetes_ruckeri,Band-tailed_Barbthroat
batbel1,Procnias_nudicollis,Bare-throated_Bellbird
batear1,Ochetorhynchus_phoenicurus,Band-tailed_Earthcreeper
batfal1,Falco_rufigularis,Bat_Falcon
batfru1,Pipreola_intermedia,Band-tailed_Fruiteater
batgod,Limosa_lapponica,Bar-tailed_Godwit
batgua1,Penelope_argyrotis,Band-tailed_Guan
batman1,Pipra_fasciicauda,Band-tailed_Manakin
batnig1,Nyctiprogne_leucopyga,Band-tailed_Nighthawk
batoro1,Cacicus_latirostris,Band-tailed_Cacique
batpig1,Patagioenas_fasciata,Band-tailed_Pigeon
batsee1,Catamenia_analis,Band-tailed_Seedeater
batsee2,Sporophila_nigrorufa,Black-and-tawny_Seedeater
baugua1,Penelope_ortoni,Baudo_Guan
bauoro2,Psarocolius_cassini,Baudo_Oropendola
bavcot1,Doliornis_sclateri,Bay-vented_Cotinga
bawant1,Myrmochanes_hemileucus,Black-and-white_Antbird
bawbec1,Pachyramphus_albogriseus,Black-and-white_Becard
bawcow3,Agelaioides_fringillarius,Pale_Baywing
bawcow4,Agelaioides_badius,Grayish_Baywing
bawhae1,Spizaetus_melanoleucus,Black-and-white_Hawk-Eagle
bawmoc1,Melanotis_hypoleucus,Blue-and-white_Mockingbird
bawmon3,Xolmis_dominicanus,Black-and-white_Monjita
bawnig1,Systellura_longirostris,Band-winged_Nightjar
bawnig3,Systellura_decussata,Tschudi's_Nightjar
bawori1,Icterus_maculialatus,Bar-winged_Oriole
bawowl1,Ciccaba_nigrolineata,Black-and-white_Owl
bawsee1,Sporophila_luctuosa,Black-and-white_Seedeater
bawswa1,Pygochelidon_cyanoleuca,Blue-and-white_Swallow
bawtan1,Conothraupis_speculigera,Black-and-white_Tanager
bawtyr1,Poecilotriccus_capitalis,Black-and-white_Tody-Flycatcher
bawwar,Mniotilta_varia,Black-and-white_Warbler
bayant1,Grallaria_capitalis,Bay_Antpitta
bayfly1,Phainoptila_melanoxantha,Black-and-yellow_Silky-flycatcher
baymac,Ara_ararauna,Blue-and-yellow_Macaw
baymar1,Pseudoleistes_virescens,Brown-and-yellow_Marshbird
baytan2,Chrysothlypis_chrysomelas,Black-and-yellow_Tanager
baytan3,Pipraeidea_bonariensis,Blue-and-yellow_Tanager
baywre1,Cantorchilus_nigricapillus,Bay_Wren
bbbtan1,Urothraupis_stolzmanni,Black-backed_Bush_Tanager
bbbtyr1,Knipolegus_cyanirostris,Blue-billed_Black-Tyrant
bbctyr1,Ochthoeca_fumicolor,Brown-backed_Chat-Tyrant
bbfgle1,Syndactyla_rufosuperciliata,Buff-browed_Foliage-gleaner
bbifin1,Incaspiza_laeta,Buff-bridled_Inca-Finch
bbmtan1,Dubusia_taeniata,Buff-breasted_Mountain-Tanager
bbmtou1,Andigena_nigrirostris,Black-billed_Mountain-Toucan
bbnthr1,Catharus_gracilirostris,Black-billed_Nightingale-Thrush
bbsfin1,Sporophila_atrirostris,Black-billed_Seed-Finch
bbspet1,Fregetta_tropica,Black-bellied_Storm-Petrel
bbttyr1,Hemitriccus_josephinae,Boat-billed_Tody-Tyrant
bbttyr2,Hemitriccus_mirandae,Buff-breasted_Tody-Tyrant
bbwduc,Dendrocygna_autumnalis,Black-bellied_Whistling-Duck
bbwqua1,Odontophorus_leucolaemus,Black-breasted_Wood-Quail
bbwtyr1,Fluvicola_albiventer,Black-backed_Water-Tyrant
bcatan1,Habia_atrimaxillaris,Black-cheeked_Ant-Tanager
bcbeag1,Geranoaetus_melanoleucus,Black-chested_Buzzard-Eagle
bcbfin1,Atlapetes_seebohmi,Bay-crowned_Brushfinch
bcfgle1,Philydor_atricapillus,Black-capped_Foliage-gleaner
bcmtan1,Cnemathraupis_eximia,Black-chested_Mountain-Tanager
bcmtan2,Anisognathus_notabilis,Black-chinned_Mountain-Tanager
bcnher,Nycticorax_nycticorax,Black-crowned_Night-Heron
bcptan1,Phaenicophilus_palmarum,Black-crowned_Palm-Tanager
bcptyr1,Myiornis_atricapillus,Black-capped_Pygmy-Tyrant
bcrfin,Leucosticte_australis,Brown-capped_Rosy-Finch
bctspi1,Leptasthenura_fuliginiceps,Brown-capped_Tit-Spinetail
bcwfin1,Poospiza_thoracica,Bay-chested_Warbling-Finch
bcwfin2,Poospiza_melanoleuca,Black-capped_Warbling-Finch
bcwpar1,Dendrortyx_leucophrys,Buffy-crowned_Wood-Partridge
bcwspi1,Spartonoica_maluroides,Bay-capped_Wren-Spinetail
beabel1,Procnias_averano,Bearded_Bellbird
beagua1,Penelope_barbata,Bearded_Guan
beahum1,Calothorax_pulcher,Beautiful_Hummingbird
beajay1,Cyanolyca_pulchra,Beautiful_Jay
beamou1,Oreonympha_nobilis,Bearded_Mountaineer
beatac1,Polystictus_pectoralis,Bearded_Tachuri
beatre1,Margarornis_bellulus,Beautiful_Treerunner
beawoo2,Melanerpes_pulcher,Beautiful_Woodpecker
beehum1,Mellisuga_helenae,Bee_Hummingbird
begdov1,Metriopelia_morenoi,Bare-eyed_Ground-Dove
belfly1,Xenotriccus_callizonus,Belted_Flycatcher
belgul,Larus_belcheri,Belcher's_Gull
belkin1,Megaceryle_alcyon,Belted_Kingfisher
belspa2,Artemisiospiza_belli,Bell's_Sparrow
belvir,Vireo_bellii,Bell's_Vireo
belyel1,Geothlypis_beldingi,Belding's_Yellowthroat
benthr,Toxostoma_bendirei,Bendire's_Thrasher
berant1,Drymophila_rubricollis,Bertoni's_Antbird
bercan1,Asthenes_berlepschi,Berlepsch's_Canastero
berhum,Amazilia_beryllina,Berylline_Hummingbird
berpet,Pterodroma_cahow,Bermuda_Petrel
bertin1,Crypturellus_berlepschi,Berlepsch's_Tinamou
besowl,Megascops_barbarus,Bearded_Screech-Owl
bestan1,Tangara_nigroviridis,Beryl-spangled_Tanager
bewpar1,Dendrortyx_barbatus,Bearded_Wood-Partridge
bewqua1,Odontophorus_melanotis,Black-eared_Wood-Quail
bewwre,Thryomanes_bewickii,Bewick's_Wren
bffgle,Philydor_rufum,Buff-fronted_Foliage-gleaner
bfgdov1,Metriopelia_ceciliae,Bare-faced_Ground-Dove
bfgtyr1,Muscisaxicola_frontalis,Black-fronted_Ground-Tyrant
bfoboo,Sula_nebouxii,Blue-footed_Booby
bfpgua1,Pipile_jacutinga,Black-fronted_Piping-Guan
bfqdov1,Zentrygon_costaricensis,Buff-fronted_Quail-Dove
bfwqua1,Odontophorus_atrifrons,Black-fronted_Wood-Quail
bhnthr1,Catharus_mexicanus,Black-headed_Nightingale-Thrush
bhqdov1,Starnoenas_cyanocephala,Blue-headed_Quail-Dove
bhsfin1,Phrygilus_atriceps,Black-hooded_Sierra-Finch
bhtfly1,Todirostrum_nigriceps,Black-headed_Tody-Flycatcher
bicant2,Gymnopithys_bicolor,Bicolored_Antbird
bicant3,Grallaria_rufocinerea,Bicolored_Antpitta
bicant4,Dysithamnus_occidentalis,Bicolored_Antvireo
biccon1,Conirostrum_bicolor,Bicolored_Conebill
bichaw1,Accipiter_bicolor,Bicolored_Hawk
bicthr,Catharus_bicknelli,Bicknell's_Thrush
bicwre1,Campylorhynchus_griseus,Bicolored_Wren
bisswi1,Streptoprocne_biscutata,Biscutate_Swift
bkbalb,Thalassarche_melanophris,Black-browed_Albatross
bkbcuc,Coccyzus_erythropthalmus,Black-billed_Cuckoo
bkbmag1,Pica_hudsonia,Black-billed_Magpie
bkbowl1,Ciccaba_huhula,Black-banded_Owl
bkbplo,Pluvialis_squatarola,Black-bellied_Plover
bkbsht1,Agriornis_montanus,Black-billed_Shrike-Tyrant
bkbtan1,Ramphocelus_melanogaster,Black-bellied_Tanager
bkbtho1,Discosura_langsdorffi,Black-bellied_Thorntail
bkbtof1,Poecilotriccus_pulchellus,Black-backed_Tody-Flycatcher
bkbwar,Setophaga_fusca,Blackburnian_Warbler
bkbwoo,Picoides_arcticus,Black-backed_Woodpecker
bkcchi,Poecile_atricapillus,Black-capped_Chickadee
bkcdon,Donacobius_atricapilla,Black-capped_Donacobius
bkcgna,Polioptila_nigriceps,Black-capped_Gnatcatcher
bkchum,Archilochus_alexandri,Black-chinned_Hummingbird
bkcmon1,Xolmis_coronatus,Black-crowned_Monjita
bkcmot1,Anisognathus_melanogenys,Black-cheeked_Mountain-Tanager
bkcori,Icterus_prosthemelas,Black-cowled_Oriole
bkcpet,Pterodroma_hasitata,Black-capped_Petrel
bkcpip1,Piprites_pileata,Black-capped_Piprites
bkcsco1,Megascops_atricapilla,Black-capped_Screech-Owl
bkcspa,Spizella_atrogularis,Black-chinned_Sparrow
bkctit1,Anairetes_nigrocristatus,Black-crested_Tit-Tyrant
bkcvir1,Vireo_atricapilla,Black-capped_Vireo
bkefai1,Heliothryx_auritus,Black-eared_Fairy
bkfalb,Phoebastria_nigripes,Black-footed_Albatross
bkfbrf1,Atlapetes_melanolaemus,Black-faced_Brushfinch
bkfgra,Tiaris_bicolor,Black-faced_Grassquit
bkhber1,Carpornis_melanocephala,Black-headed_Berryeater
bkhgro,Pheucticus_melanocephalus,Black-headed_Grosbeak
bkhgul,Chroicocephalus_ridibundus,Black-headed_Gull
bkhpar,Aratinga_nenday,Nanday_Parakeet
bklkit,Rissa_tridactyla,Black-legged_Kittiwake
bkmtou1,Ramphastos_ambiguus,Yellow-throated_Toucan
bknsti,Himantopus_mexicanus,Black-necked_Stilt
bkpwar,Setophaga_striata,Blackpoll_Warbler
bkrfin,Leucosticte_atrata,Black_Rosy-Finch
bkrwax,Estrilda_troglodytes,Black-rumped_Waxbill
bksbrf1,Atlapetes_melanopsis,Black-spectacled_Brushfinch
bkspet,Oceanodroma_melania,Black_Storm-Petrel
bktflo1,Diglossa_brunneiventris,Black-throated_Flowerpiercer
bktgna,Polioptila_melanura,Black-tailed_Gnatcatcher
bktgod,Limosa_limosa,Black-tailed_Godwit
bktgul,Larus_crassirostris,Black-tailed_Gull
bkther1,Phaethornis_atrimentalis,Black-throated_Hermit
bktspa,Amphispiza_bilineata,Black-throated_Sparrow
bkttro2,Trogon_mesurus,Ecuadorian_Trogon
bkvori,Icterus_wagleri,Black-vented_Oriole
bkvshe,Puffinus_opisthomelas,Black-vented_Shearwater
bkwpet,Pterodroma_nigripennis,Black-winged_Petrel
bkwsti,Himantopus_himantopus,Black-winged_Stilt
bkwvir,Vireo_altiloquus,Black-whiskered_Vireo
blaant1,Thamnophilus_nigriceps,Black_Antshrike
blaant2,Cercomacroides_serva,Black_Antbird
blaant4,Cercomacroides_nigrescens,Blackish_Antbird
blaant5,Cercomacroides_fuscicauda,Riparian_Antbird
blabus1,Neoctantes_niger,Black_Bushbird
blacar1,Daptrius_ater,Black_Caracara
blacat1,Melanoptila_glabrirostris,Black_Catbird
blacin1,Cinclodes_antarcticus,Blackish_Cinclodes
blackc1,Sylvia_atricapilla,Eurasian_Blackcap
blacur1,Crax_alector,Black_Curassow
blagua1,Chamaepetes_unicolor,Black_Guan
blainc1,Coeligena_prunellei,Black_Inca
blakit1,Milvus_migrans,Black_Kite
blaman1,Xenopipo_atronitens,Black_Manakin
blamet1,Metallura_phoebe,Black_Metaltail
blanig1,Nyctipolus_nigrescens,Blackish_Nightjar
blanun1,Monasa_atra,Black_Nunbird
blaoro1,Psarocolius_guatimozinus,Black_Oropendola
blaoys1,Haematopus_ater,Blackish_Oystercatcher
blapew1,Contopus_nigrescens,Blackish_Pewee
blarai1,Pardirallus_nigricans,Blackish_Rail
blarob1,Turdus_infuscatus,Black_Thrush
blasis1,Spinus_atratus,Black_Siskin
blasol1,Entomodestes_coracinus,Black_Solitaire
blatap1,Scytalopus_latrans,Blackish_Tapaculo
blatin1,Tinamus_osgoodi,Black_Tinamou
blbant1,Thamnophilus_melanonotus,Black-backed_Antshrike
blbant2,Formicivora_melanogaster,Black-bellied_Antwren
blbcon1,Conirostrum_sitticolor,Blue-backed_Conebill
blbcra1,Anurolimnas_fasciatus,Black-banded_Crake
blbcuc1,Piaya_melanogaster,Black-bellied_Cuckoo
blbfly1,Aphanotriccus_audax,Black-billed_Flycatcher
blbgna1,Conopophaga_melanogaster,Black-bellied_Gnateater
blbgra1,Volatinia_jacarina,Blue-black_Grassquit
blbgro1,Cyanocompsa_cyanoides,Blue-black_Grosbeak
blbgro2,Pheucticus_aureoventris,Black-backed_Grosbeak
blbhil1,Oreotrochilus_melanogaster,Black-breasted_Hillstar
blbhum1,Eupherusa_nigriventris,Black-bellied_Hummingbird
blbman1,Chiroxiphia_pareola,Blue-backed_Manakin
blbori1,Icterus_abeillei,Black-backed_Oriole
blbpar1,Amazona_agilis,Black-billed_Parrot
blbpar4,Triclaria_malachitacea,Blue-bellied_Parrot
blbpep1,Cyclarhis_nigrirostris,Black-billed_Peppershrike
blbpuf1,Notharchus_pectoralis,Black-breasted_Puffbird
blbpuf3,Eriocnemis_nigrivestis,Black-breasted_Puffleg
blbscy1,Campylorhamphus_falcularius,Black-billed_Scythebill
blbsee2,Sporophila_melanogaster,Black-bellied_Seedeater
blbsee3,Amaurospiza_moesta,Blackish-blue_Seedeater
blbtan1,Tangara_peruviana,Black-backed_Tanager
blbtan2,Cyanicterus_cyanicterus,Blue-backed_Tanager
blbtan3,Tangara_cyanotis,Blue-browed_Tanager
blbtho1,Ramphomicron_dorsale,Black-backed_Thornbill
blbthr1,Turdus_ignobilis,Black-billed_Thrush
blbtou1,Aulacorhynchus_coeruleicinctis,Blue-banded_Toucanet
blbtre1,Thripadectes_melanorhynchus,Black-billed_Treehunter
blbwoo1,Dendrocolaptes_picumnus,Black-banded_Woodcreeper
blbwoo3,Dryocopus_schulzi,Black-bodied_Woodpecker
blbwre1,Pheugopedius_fasciatoventris,Black-bellied_Wren
blcant1,Pittasoma_michleri,Black-crowned_Antpitta
blcant2,Herpsilochmus_atricapillus,Black-capped_Antwren
blcant3,Hypocnemoides_melanopogon,Black-chinned_Antbird
blcant4,Sakesphorus_canadensis,Black-crested_Antshrike
blcbec1,Pachyramphus_marginatus,Black-capped_Becard
blcchl1,Chlorophonia_occipitalis,Blue-crowned_Chlorophonia
